country,countryCode,date,dailyVaccinationNumber
Democratic Republic of Congo,COD,2/11/2022,11885
Democratic Republic of Congo,COD,2/12/2022,15090
Democratic Republic of Congo,COD,2/13/2022,18295
Democratic Republic of Congo,COD,2/14/2022,21500
Democratic Republic of Congo,COD,2/15/2022,24705
Democratic Republic of Congo,COD,2/16/2022,25961
Democratic Republic of Congo,COD,2/17/2022,24012
Democratic Republic of Congo,COD,2/18/2022,22063
Democratic Republic of Congo,COD,2/19/2022,20114
Democratic Republic of Congo,COD,2/20/2022,18165
Democratic Republic of Congo,COD,2/21/2022,16216
Democratic Republic of Congo,COD,2/22/2022,14266
Democratic Republic of Congo,COD,2/23/2022,13536
Democratic Republic of Congo,COD,2/24/2022,12806
Democratic Republic of Congo,COD,2/25/2022,12075
Democratic Republic of Congo,COD,2/26/2022,11345
Democratic Republic of Congo,COD,2/27/2022,10614
Democratic Republic of Congo,COD,2/28/2022,9884
Denmark,DNK,1/1/2022,56827
Denmark,DNK,1/2/2022,58544
Denmark,DNK,1/3/2022,53517
Denmark,DNK,1/4/2022,48953
Denmark,DNK,1/5/2022,44813
Denmark,DNK,1/6/2022,45402
Denmark,DNK,1/7/2022,53288
Denmark,DNK,1/8/2022,57514
Denmark,DNK,1/9/2022,56045
Denmark,DNK,1/10/2022,51889
Denmark,DNK,1/11/2022,47529
Denmark,DNK,1/12/2022,44737
Denmark,DNK,1/13/2022,42855
Denmark,DNK,1/14/2022,40400
Denmark,DNK,1/15/2022,38577
Denmark,DNK,1/16/2022,37513
Denmark,DNK,1/17/2022,36532
Denmark,DNK,1/18/2022,35595
Denmark,DNK,1/19/2022,33749
Denmark,DNK,1/20/2022,30895
Denmark,DNK,1/21/2022,28383
Denmark,DNK,1/22/2022,26712
Denmark,DNK,1/23/2022,24987
Denmark,DNK,1/24/2022,22199
Denmark,DNK,1/25/2022,19963
Denmark,DNK,1/26/2022,17877
Denmark,DNK,1/27/2022,16188
Denmark,DNK,1/28/2022,14386
Denmark,DNK,1/29/2022,13473
Denmark,DNK,1/30/2022,12418
Denmark,DNK,1/31/2022,10994
Denmark,DNK,2/1/2022,9683
Denmark,DNK,2/2/2022,8637
Denmark,DNK,2/3/2022,7713
Denmark,DNK,2/4/2022,6703
Denmark,DNK,2/5/2022,6240
Denmark,DNK,2/6/2022,5885
Denmark,DNK,2/7/2022,5256
Denmark,DNK,2/8/2022,4935
Denmark,DNK,2/9/2022,4642
Denmark,DNK,2/10/2022,4381
Denmark,DNK,2/11/2022,4089
Denmark,DNK,2/12/2022,3944
Denmark,DNK,2/13/2022,3835
Denmark,DNK,2/14/2022,3529
Denmark,DNK,2/15/2022,3232
Denmark,DNK,2/16/2022,2968
Denmark,DNK,2/17/2022,2770
Denmark,DNK,2/18/2022,2506
Denmark,DNK,2/19/2022,2303
Denmark,DNK,2/20/2022,2148
Denmark,DNK,2/21/2022,2076
Denmark,DNK,2/22/2022,2079
Denmark,DNK,2/23/2022,2036
Denmark,DNK,2/24/2022,2011
Denmark,DNK,2/25/2022,1943
Denmark,DNK,2/26/2022,1945
Denmark,DNK,2/27/2022,1953
Denmark,DNK,2/28/2022,1907
Denmark,DNK,3/1/2022,1832
Denmark,DNK,3/2/2022,1769
Denmark,DNK,3/3/2022,1655
Denmark,DNK,3/4/2022,1597
Denmark,DNK,3/5/2022,1577
Denmark,DNK,3/6/2022,1577
Denmark,DNK,3/7/2022,1521
Denmark,DNK,3/8/2022,1450
Denmark,DNK,3/9/2022,1369
Denmark,DNK,3/10/2022,1354
Denmark,DNK,3/11/2022,1316
Denmark,DNK,3/12/2022,1238
Denmark,DNK,3/13/2022,1238
Denmark,DNK,3/14/2022,1203
Denmark,DNK,3/15/2022,1196
Denmark,DNK,3/16/2022,1177
Denmark,DNK,3/17/2022,1150
Denmark,DNK,3/18/2022,1117
Denmark,DNK,3/19/2022,1116
Denmark,DNK,3/20/2022,1100
Denmark,DNK,3/21/2022,1074
Denmark,DNK,3/22/2022,1034
Djibouti,DJI,1/1/2022,608
Djibouti,DJI,1/2/2022,608
Djibouti,DJI,1/3/2022,608
Djibouti,DJI,1/4/2022,608
Djibouti,DJI,1/5/2022,608
Djibouti,DJI,1/6/2022,608
Djibouti,DJI,1/7/2022,608
Djibouti,DJI,1/8/2022,608
Djibouti,DJI,1/9/2022,608
Djibouti,DJI,1/10/2022,608
Djibouti,DJI,1/11/2022,608
Djibouti,DJI,1/12/2022,608
Djibouti,DJI,1/13/2022,608
Djibouti,DJI,1/14/2022,608
Djibouti,DJI,1/15/2022,608
Djibouti,DJI,1/16/2022,608
Djibouti,DJI,1/17/2022,608
Djibouti,DJI,1/18/2022,602
Djibouti,DJI,1/19/2022,595
Djibouti,DJI,1/20/2022,588
Djibouti,DJI,1/21/2022,582
Djibouti,DJI,1/22/2022,575
Djibouti,DJI,1/23/2022,568
Djibouti,DJI,1/24/2022,567
Djibouti,DJI,1/25/2022,572
Djibouti,DJI,1/26/2022,577
Djibouti,DJI,1/27/2022,583
Djibouti,DJI,1/28/2022,588
Djibouti,DJI,1/29/2022,593
Djibouti,DJI,1/30/2022,530
Djibouti,DJI,1/31/2022,461
Djibouti,DJI,2/1/2022,393
Djibouti,DJI,2/2/2022,325
Djibouti,DJI,2/3/2022,256
Djibouti,DJI,2/4/2022,188
Djibouti,DJI,2/5/2022,120
Djibouti,DJI,2/6/2022,120
Djibouti,DJI,2/7/2022,175
Djibouti,DJI,2/8/2022,229
Djibouti,DJI,2/9/2022,284
Djibouti,DJI,2/10/2022,339
Djibouti,DJI,2/11/2022,394
Djibouti,DJI,2/12/2022,449
Djibouti,DJI,2/13/2022,504
Djibouti,DJI,2/14/2022,504
Djibouti,DJI,2/15/2022,484
Djibouti,DJI,2/16/2022,464
Djibouti,DJI,2/17/2022,445
Djibouti,DJI,2/18/2022,425
Djibouti,DJI,2/19/2022,406
Djibouti,DJI,2/20/2022,386
Djibouti,DJI,2/21/2022,366
Djibouti,DJI,2/22/2022,384
Djibouti,DJI,2/23/2022,401
Djibouti,DJI,2/24/2022,418
Djibouti,DJI,2/25/2022,435
Djibouti,DJI,2/26/2022,453
Djibouti,DJI,2/27/2022,433
Djibouti,DJI,2/28/2022,414
Djibouti,DJI,3/1/2022,377
Djibouti,DJI,3/2/2022,340
Djibouti,DJI,3/3/2022,304
Djibouti,DJI,3/4/2022,267
Djibouti,DJI,3/5/2022,230
Djibouti,DJI,3/6/2022,230
Djibouti,DJI,3/7/2022,230
Djibouti,DJI,3/8/2022,230
Djibouti,DJI,3/9/2022,230
Djibouti,DJI,3/10/2022,230
Djibouti,DJI,3/11/2022,230
Djibouti,DJI,3/12/2022,230
Djibouti,DJI,3/13/2022,230
Dominica,DMA,1/1/2022,152
Dominica,DMA,1/2/2022,152
Dominica,DMA,1/3/2022,152
Dominica,DMA,1/4/2022,152
Dominica,DMA,1/5/2022,152
Dominica,DMA,1/6/2022,142
Dominica,DMA,1/7/2022,132
Dominica,DMA,1/8/2022,116
Dominica,DMA,1/9/2022,101
Dominica,DMA,1/10/2022,85
Dominica,DMA,1/11/2022,69
Dominica,DMA,1/12/2022,54
Dominica,DMA,1/13/2022,48
Dominica,DMA,1/14/2022,42
Dominica,DMA,1/15/2022,40
Dominica,DMA,1/16/2022,38
Dominica,DMA,1/17/2022,36
Dominica,DMA,1/18/2022,34
Dominica,DMA,1/19/2022,33
Dominica,DMA,1/20/2022,39
Dominica,DMA,1/21/2022,46
Dominica,DMA,1/22/2022,46
Dominica,DMA,1/23/2022,46
Dominica,DMA,1/24/2022,46
Dominica,DMA,1/25/2022,46
Dominica,DMA,1/26/2022,46
Dominica,DMA,1/27/2022,45
Dominica,DMA,1/28/2022,44
Dominica,DMA,1/29/2022,59
Dominica,DMA,1/30/2022,74
Dominica,DMA,1/31/2022,90
Dominica,DMA,2/1/2022,105
Dominica,DMA,2/2/2022,120
Dominica,DMA,2/3/2022,114
Dominica,DMA,2/4/2022,107
Dominica,DMA,2/5/2022,90
Dominica,DMA,2/6/2022,73
Dominica,DMA,2/7/2022,57
Dominica,DMA,2/8/2022,40
Dominica,DMA,2/9/2022,23
Dominica,DMA,2/10/2022,24
Dominica,DMA,2/11/2022,25
Dominica,DMA,2/12/2022,27
Dominica,DMA,2/13/2022,29
Dominica,DMA,2/14/2022,31
Dominica,DMA,2/15/2022,33
Dominica,DMA,2/16/2022,35
Dominica,DMA,2/17/2022,35
Dominica,DMA,2/18/2022,36
Dominica,DMA,2/19/2022,34
Dominica,DMA,2/20/2022,32
Dominica,DMA,2/21/2022,31
Dominica,DMA,2/22/2022,29
Dominica,DMA,2/23/2022,28
Dominica,DMA,2/24/2022,30
Dominica,DMA,2/25/2022,32
Dominica,DMA,2/26/2022,30
Dominica,DMA,2/27/2022,29
Dominica,DMA,2/28/2022,27
Dominica,DMA,3/1/2022,26
Dominica,DMA,3/2/2022,25
Dominica,DMA,3/3/2022,20
Dominica,DMA,3/4/2022,16
Dominica,DMA,3/5/2022,15
Dominica,DMA,3/6/2022,15
Dominica,DMA,3/7/2022,15
Dominica,DMA,3/8/2022,15
Dominica,DMA,3/9/2022,14
Dominica,DMA,3/10/2022,26
Dominica,DMA,3/11/2022,37
Dominica,DMA,3/12/2022,36
Dominica,DMA,3/13/2022,34
Dominica,DMA,3/14/2022,33
Dominica,DMA,3/15/2022,32
Dominica,DMA,3/16/2022,31
Dominica,DMA,3/17/2022,22
Dominica,DMA,3/18/2022,14
Dominica,DMA,3/19/2022,20
Dominica,DMA,3/20/2022,25
Dominica,DMA,3/21/2022,31
Dominica,DMA,3/22/2022,37
Dominica,DMA,3/23/2022,43
Dominican Republic,DOM,1/1/2022,7013
Dominican Republic,DOM,1/2/2022,6882
Dominican Republic,DOM,1/3/2022,9319
Dominican Republic,DOM,1/4/2022,11252
Dominican Republic,DOM,1/5/2022,12312
Dominican Republic,DOM,1/6/2022,14074
Dominican Republic,DOM,1/7/2022,16600
Dominican Republic,DOM,1/8/2022,17752
Dominican Republic,DOM,1/9/2022,18015
Dominican Republic,DOM,1/10/2022,16176
Dominican Republic,DOM,1/11/2022,15966
Dominican Republic,DOM,1/12/2022,16453
Dominican Republic,DOM,1/13/2022,17217
Dominican Republic,DOM,1/14/2022,17732
Dominican Republic,DOM,1/15/2022,17831
Dominican Republic,DOM,1/16/2022,17863
Dominican Republic,DOM,1/17/2022,20772
Dominican Republic,DOM,1/18/2022,21304
Dominican Republic,DOM,1/19/2022,22008
Dominican Republic,DOM,1/20/2022,22499
Dominican Republic,DOM,1/21/2022,19980
Dominican Republic,DOM,1/22/2022,19847
Dominican Republic,DOM,1/23/2022,20017
Dominican Republic,DOM,1/24/2022,17124
Dominican Republic,DOM,1/25/2022,18311
Dominican Republic,DOM,1/26/2022,20133
Dominican Republic,DOM,1/27/2022,22787
Dominican Republic,DOM,1/28/2022,30470
Dominican Republic,DOM,1/29/2022,32971
Dominican Republic,DOM,1/30/2022,34695
Dominican Republic,DOM,1/31/2022,41051
Dominican Republic,DOM,2/1/2022,41962
Dominican Republic,DOM,2/2/2022,42083
Dominican Republic,DOM,2/3/2022,39412
Dominican Republic,DOM,2/4/2022,34536
Dominican Republic,DOM,2/5/2022,32559
Dominican Republic,DOM,2/6/2022,30774
Dominican Republic,DOM,2/7/2022,26935
Dominican Republic,DOM,2/8/2022,23947
Dominican Republic,DOM,2/9/2022,20882
Dominican Republic,DOM,2/10/2022,19421
Dominican Republic,DOM,2/11/2022,18409
Dominican Republic,DOM,2/12/2022,17764
Dominican Republic,DOM,2/13/2022,17589
Dominican Republic,DOM,2/14/2022,17197
Dominican Republic,DOM,2/15/2022,17278
Dominican Republic,DOM,2/16/2022,17916
Dominican Republic,DOM,2/17/2022,17751
Dominican Republic,DOM,2/18/2022,16979
Dominican Republic,DOM,2/19/2022,16360
Dominican Republic,DOM,2/20/2022,16056
Dominican Republic,DOM,2/21/2022,14835
Dominican Republic,DOM,2/22/2022,13543
Dominican Republic,DOM,2/23/2022,11576
Dominican Republic,DOM,2/24/2022,10538
Dominican Republic,DOM,2/25/2022,9849
Dominican Republic,DOM,2/26/2022,9784
Dominican Republic,DOM,2/27/2022,9771
Dominican Republic,DOM,2/28/2022,9383
Dominican Republic,DOM,3/1/2022,8737
Dominican Republic,DOM,3/2/2022,8287
Dominican Republic,DOM,3/3/2022,8067
Dominican Republic,DOM,3/4/2022,7322
Dominican Republic,DOM,3/5/2022,7510
Dominican Republic,DOM,3/6/2022,7969
Dominican Republic,DOM,3/7/2022,7077
Dominican Republic,DOM,3/8/2022,6878
Dominican Republic,DOM,3/9/2022,6718
Dominican Republic,DOM,3/10/2022,8174
Dominican Republic,DOM,3/11/2022,8226
Dominican Republic,DOM,3/12/2022,8277
Dominican Republic,DOM,3/13/2022,8179
Dominican Republic,DOM,3/14/2022,9319
Dominican Republic,DOM,3/15/2022,8776
Dominican Republic,DOM,3/16/2022,8195
Dominican Republic,DOM,3/17/2022,7129
Dominican Republic,DOM,3/18/2022,8606
Dominican Republic,DOM,3/19/2022,9624
Dominican Republic,DOM,3/20/2022,9642
Dominican Republic,DOM,3/21/2022,8122
Dominican Republic,DOM,3/22/2022,8743
Dominican Republic,DOM,3/23/2022,9508
Ecuador,ECU,1/1/2022,51696
Ecuador,ECU,1/2/2022,51546
Ecuador,ECU,1/3/2022,50886
Ecuador,ECU,1/4/2022,51265
Ecuador,ECU,1/5/2022,55341
Ecuador,ECU,1/6/2022,63867
Ecuador,ECU,1/7/2022,80177
Ecuador,ECU,1/8/2022,86424
Ecuador,ECU,1/9/2022,90954
Ecuador,ECU,1/10/2022,98287
Ecuador,ECU,1/11/2022,102934
Ecuador,ECU,1/12/2022,106618
Ecuador,ECU,1/13/2022,108321
Ecuador,ECU,1/14/2022,109621
Ecuador,ECU,1/15/2022,110515
Ecuador,ECU,1/16/2022,110806
Ecuador,ECU,1/17/2022,108378
Ecuador,ECU,1/18/2022,103727
Ecuador,ECU,1/19/2022,96608
Ecuador,ECU,1/20/2022,90611
Ecuador,ECU,1/21/2022,85846
Ecuador,ECU,1/22/2022,85174
Ecuador,ECU,1/23/2022,82617
Ecuador,ECU,1/24/2022,75443
Ecuador,ECU,1/25/2022,69807
Ecuador,ECU,1/26/2022,65941
Ecuador,ECU,1/27/2022,62754
Ecuador,ECU,1/28/2022,59404
Ecuador,ECU,1/29/2022,57666
Ecuador,ECU,1/30/2022,57249
Ecuador,ECU,1/31/2022,56070
Ecuador,ECU,2/1/2022,55682
Ecuador,ECU,2/2/2022,56049
Ecuador,ECU,2/3/2022,56732
Ecuador,ECU,2/4/2022,57547
Ecuador,ECU,2/5/2022,57257
Ecuador,ECU,2/6/2022,58082
Ecuador,ECU,2/7/2022,60479
Ecuador,ECU,2/8/2022,62494
Ecuador,ECU,2/9/2022,64408
Ecuador,ECU,2/10/2022,66157
Ecuador,ECU,2/11/2022,67903
Ecuador,ECU,2/12/2022,68865
Ecuador,ECU,2/13/2022,69319
Ecuador,ECU,2/14/2022,69841
Ecuador,ECU,2/15/2022,71954
Ecuador,ECU,2/16/2022,75069
Ecuador,ECU,2/17/2022,77703
Ecuador,ECU,2/18/2022,81410
Ecuador,ECU,2/19/2022,83814
Ecuador,ECU,2/20/2022,84624
Ecuador,ECU,2/21/2022,88239
Ecuador,ECU,2/22/2022,90497
Ecuador,ECU,2/23/2022,90125
Ecuador,ECU,2/24/2022,88707
Ecuador,ECU,2/25/2022,82927
Ecuador,ECU,2/26/2022,78310
Ecuador,ECU,2/27/2022,75168
Ecuador,ECU,2/28/2022,61592
Ecuador,ECU,3/1/2022,46622
Ecuador,ECU,3/2/2022,40937
Ecuador,ECU,3/3/2022,38029
Ecuador,ECU,3/4/2022,38590
Ecuador,ECU,3/5/2022,40040
Ecuador,ECU,3/6/2022,41986
Ecuador,ECU,3/7/2022,49724
Ecuador,ECU,3/8/2022,57903
Ecuador,ECU,3/9/2022,58030
Ecuador,ECU,3/10/2022,59472
Ecuador,ECU,3/11/2022,57051
Ecuador,ECU,3/12/2022,56666
Ecuador,ECU,3/13/2022,55521
Ecuador,ECU,3/14/2022,53303
Ecuador,ECU,3/15/2022,51345
Ecuador,ECU,3/16/2022,49647
Ecuador,ECU,3/17/2022,45781
Ecuador,ECU,3/18/2022,44656
Ecuador,ECU,3/19/2022,42554
Ecuador,ECU,3/20/2022,43889
Ecuador,ECU,3/21/2022,42102
Egypt,EGY,1/1/2022,424464
Egypt,EGY,1/2/2022,424464
Egypt,EGY,1/3/2022,424464
Egypt,EGY,1/4/2022,424464
Egypt,EGY,1/5/2022,411966
Egypt,EGY,1/6/2022,399467
Egypt,EGY,1/7/2022,386968
Egypt,EGY,1/8/2022,374469
Egypt,EGY,1/9/2022,362579
Egypt,EGY,1/10/2022,350690
Egypt,EGY,1/11/2022,338800
Egypt,EGY,1/12/2022,339409
Egypt,EGY,1/13/2022,340018
Egypt,EGY,1/14/2022,340627
Egypt,EGY,1/15/2022,341236
Egypt,EGY,1/16/2022,330402
Egypt,EGY,1/17/2022,319569
Egypt,EGY,1/18/2022,308736
Egypt,EGY,1/19/2022,297903
Egypt,EGY,1/20/2022,287069
Egypt,EGY,1/21/2022,276236
Egypt,EGY,1/22/2022,266213
Egypt,EGY,1/23/2022,267024
Egypt,EGY,1/24/2022,267834
Egypt,EGY,1/25/2022,263787
Egypt,EGY,1/26/2022,259740
Egypt,EGY,1/27/2022,255693
Egypt,EGY,1/28/2022,251646
Egypt,EGY,1/29/2022,246789
Egypt,EGY,1/30/2022,241932
Egypt,EGY,1/31/2022,247261
Egypt,EGY,2/1/2022,257447
Egypt,EGY,2/2/2022,267634
Egypt,EGY,2/3/2022,277821
Egypt,EGY,2/4/2022,288007
Egypt,EGY,2/5/2022,298194
Egypt,EGY,2/6/2022,308380
Egypt,EGY,2/7/2022,288769
Egypt,EGY,2/8/2022,269158
Egypt,EGY,2/9/2022,249547
Egypt,EGY,2/10/2022,229215
Egypt,EGY,2/11/2022,208882
Egypt,EGY,2/12/2022,188550
Egypt,EGY,2/13/2022,168217
Egypt,EGY,2/14/2022,167496
Egypt,EGY,2/15/2022,166775
Egypt,EGY,2/16/2022,166053
Egypt,EGY,2/17/2022,166053
Egypt,EGY,2/18/2022,166053
Egypt,EGY,2/19/2022,166053
Egypt,EGY,2/20/2022,168844
Egypt,EGY,2/21/2022,171635
Egypt,EGY,2/22/2022,174425
Egypt,EGY,2/23/2022,177216
Egypt,EGY,2/24/2022,180007
Egypt,EGY,2/25/2022,182797
Egypt,EGY,2/26/2022,185588
Egypt,EGY,2/27/2022,191317
Egypt,EGY,2/28/2022,197047
Egypt,EGY,3/1/2022,202777
Egypt,EGY,3/2/2022,217147
Egypt,EGY,3/3/2022,231518
Egypt,EGY,3/4/2022,245888
Egypt,EGY,3/5/2022,260259
Egypt,EGY,3/6/2022,268900
Egypt,EGY,3/7/2022,277541
Egypt,EGY,3/8/2022,286182
Egypt,EGY,3/9/2022,286182
Egypt,EGY,3/10/2022,286182
Egypt,EGY,3/11/2022,286182
Egypt,EGY,3/12/2022,286182
Egypt,EGY,3/13/2022,286182
Egypt,EGY,3/14/2022,286182
Egypt,EGY,3/15/2022,286182
Egypt,EGY,3/17/2022,
El Salvador,SLV,1/1/2022,7707
El Salvador,SLV,1/2/2022,7379
El Salvador,SLV,1/3/2022,7051
El Salvador,SLV,1/4/2022,6723
El Salvador,SLV,1/5/2022,7702
El Salvador,SLV,1/6/2022,8682
El Salvador,SLV,1/7/2022,9990
El Salvador,SLV,1/8/2022,11298
El Salvador,SLV,1/9/2022,12606
El Salvador,SLV,1/10/2022,13914
El Salvador,SLV,1/11/2022,15221
El Salvador,SLV,1/12/2022,15221
El Salvador,SLV,1/13/2022,15221
El Salvador,SLV,1/14/2022,15221
El Salvador,SLV,1/15/2022,15221
El Salvador,SLV,1/16/2022,15221
El Salvador,SLV,1/17/2022,15221
El Salvador,SLV,1/18/2022,15221
El Salvador,SLV,1/19/2022,15221
El Salvador,SLV,1/20/2022,15221
El Salvador,SLV,1/21/2022,14068
El Salvador,SLV,1/22/2022,12914
El Salvador,SLV,1/23/2022,11761
El Salvador,SLV,1/24/2022,10607
El Salvador,SLV,1/25/2022,10304
El Salvador,SLV,1/26/2022,10331
El Salvador,SLV,1/27/2022,10358
El Salvador,SLV,1/28/2022,9884
El Salvador,SLV,1/29/2022,9411
El Salvador,SLV,1/30/2022,8938
El Salvador,SLV,1/31/2022,9295
El Salvador,SLV,2/1/2022,8802
El Salvador,SLV,2/2/2022,7979
El Salvador,SLV,2/3/2022,7157
El Salvador,SLV,2/4/2022,7988
El Salvador,SLV,2/5/2022,8818
El Salvador,SLV,2/6/2022,9649
El Salvador,SLV,2/7/2022,9649
El Salvador,SLV,2/8/2022,9649
El Salvador,SLV,2/9/2022,9649
El Salvador,SLV,2/10/2022,9649
El Salvador,SLV,2/11/2022,8734
El Salvador,SLV,2/12/2022,7819
El Salvador,SLV,2/13/2022,6903
El Salvador,SLV,2/14/2022,6743
El Salvador,SLV,2/15/2022,6583
El Salvador,SLV,2/16/2022,6303
El Salvador,SLV,2/17/2022,6024
El Salvador,SLV,2/18/2022,6660
El Salvador,SLV,2/19/2022,7295
El Salvador,SLV,2/20/2022,7931
El Salvador,SLV,2/21/2022,7812
El Salvador,SLV,2/22/2022,7693
El Salvador,SLV,2/23/2022,7693
El Salvador,SLV,2/24/2022,7693
El Salvador,SLV,2/25/2022,7693
El Salvador,SLV,2/26/2022,7693
El Salvador,SLV,2/27/2022,7693
El Salvador,SLV,2/28/2022,10944
El Salvador,SLV,3/1/2022,10395
El Salvador,SLV,3/2/2022,9846
El Salvador,SLV,3/3/2022,9297
El Salvador,SLV,3/4/2022,8748
El Salvador,SLV,3/5/2022,8199
El Salvador,SLV,3/6/2022,7651
El Salvador,SLV,3/7/2022,3851
El Salvador,SLV,3/8/2022,3851
El Salvador,SLV,3/9/2022,3851
El Salvador,SLV,3/10/2022,3851
El Salvador,SLV,3/11/2022,3851
El Salvador,SLV,3/12/2022,3851
El Salvador,SLV,3/13/2022,3851
El Salvador,SLV,3/14/2022,3851
El Salvador,SLV,3/15/2022,4210
El Salvador,SLV,3/16/2022,4570
El Salvador,SLV,3/17/2022,4930
El Salvador,SLV,3/18/2022,5458
El Salvador,SLV,3/19/2022,6529
El Salvador,SLV,3/20/2022,7599
El Salvador,SLV,3/21/2022,8670
El Salvador,SLV,3/22/2022,9381
El Salvador,SLV,3/23/2022,10092
England,OWID_ENG,1/1/2022,225087
England,OWID_ENG,1/2/2022,240334
England,OWID_ENG,1/3/2022,227860
England,OWID_ENG,1/4/2022,218730
England,OWID_ENG,1/5/2022,195445
England,OWID_ENG,1/6/2022,173288
England,OWID_ENG,1/7/2022,181342
England,OWID_ENG,1/8/2022,217699
England,OWID_ENG,1/9/2022,221128
England,OWID_ENG,1/10/2022,220651
England,OWID_ENG,1/11/2022,207160
England,OWID_ENG,1/12/2022,190949
England,OWID_ENG,1/13/2022,176128
England,OWID_ENG,1/14/2022,161871
England,OWID_ENG,1/15/2022,144365
England,OWID_ENG,1/16/2022,134444
England,OWID_ENG,1/17/2022,125443
England,OWID_ENG,1/18/2022,118387
England,OWID_ENG,1/19/2022,111755
England,OWID_ENG,1/20/2022,105979
England,OWID_ENG,1/21/2022,102163
England,OWID_ENG,1/22/2022,96872
England,OWID_ENG,1/23/2022,94221
England,OWID_ENG,1/24/2022,93363
England,OWID_ENG,1/25/2022,90675
England,OWID_ENG,1/26/2022,89676
England,OWID_ENG,1/27/2022,88437
England,OWID_ENG,1/28/2022,86681
England,OWID_ENG,1/29/2022,83760
England,OWID_ENG,1/30/2022,82715
England,OWID_ENG,1/31/2022,79613
England,OWID_ENG,2/1/2022,77461
England,OWID_ENG,2/2/2022,74745
England,OWID_ENG,2/3/2022,72319
England,OWID_ENG,2/4/2022,69450
England,OWID_ENG,2/5/2022,65460
England,OWID_ENG,2/6/2022,61966
England,OWID_ENG,2/7/2022,60726
England,OWID_ENG,2/8/2022,59506
England,OWID_ENG,2/9/2022,58260
England,OWID_ENG,2/10/2022,57234
England,OWID_ENG,2/11/2022,56533
England,OWID_ENG,2/12/2022,56772
England,OWID_ENG,2/13/2022,56235
England,OWID_ENG,2/14/2022,54998
England,OWID_ENG,2/15/2022,54050
England,OWID_ENG,2/16/2022,53739
England,OWID_ENG,2/17/2022,52757
England,OWID_ENG,2/18/2022,48481
England,OWID_ENG,2/19/2022,45738
England,OWID_ENG,2/20/2022,44686
England,OWID_ENG,2/21/2022,43951
England,OWID_ENG,2/22/2022,43262
England,OWID_ENG,2/23/2022,41905
England,OWID_ENG,2/24/2022,40371
England,OWID_ENG,2/25/2022,41407
England,OWID_ENG,2/26/2022,41039
England,OWID_ENG,2/27/2022,41183
England,OWID_ENG,2/28/2022,40456
England,OWID_ENG,3/1/2022,38972
England,OWID_ENG,3/2/2022,37772
England,OWID_ENG,3/3/2022,38747
England,OWID_ENG,3/4/2022,38302
England,OWID_ENG,3/5/2022,37802
England,OWID_ENG,3/6/2022,37396
England,OWID_ENG,3/7/2022,36682
England,OWID_ENG,3/8/2022,36222
England,OWID_ENG,3/9/2022,35797
England,OWID_ENG,3/10/2022,33677
England,OWID_ENG,3/11/2022,33148
England,OWID_ENG,3/12/2022,33313
England,OWID_ENG,3/13/2022,33502
England,OWID_ENG,3/14/2022,33481
England,OWID_ENG,3/15/2022,33734
England,OWID_ENG,3/16/2022,33617
England,OWID_ENG,3/17/2022,33280
England,OWID_ENG,3/18/2022,32886
England,OWID_ENG,3/19/2022,32332
England,OWID_ENG,3/20/2022,31960
England,OWID_ENG,3/21/2022,31673
England,OWID_ENG,3/22/2022,31039
Equatorial Guinea,GNQ,1/1/2022,49
Equatorial Guinea,GNQ,1/2/2022,49
Equatorial Guinea,GNQ,1/3/2022,49
Equatorial Guinea,GNQ,1/4/2022,49
Equatorial Guinea,GNQ,1/5/2022,49
Equatorial Guinea,GNQ,1/6/2022,49
Equatorial Guinea,GNQ,1/7/2022,49
Equatorial Guinea,GNQ,1/8/2022,49
Equatorial Guinea,GNQ,1/9/2022,73
Equatorial Guinea,GNQ,1/10/2022,97
Equatorial Guinea,GNQ,1/11/2022,120
Equatorial Guinea,GNQ,1/12/2022,144
Equatorial Guinea,GNQ,1/13/2022,168
Equatorial Guinea,GNQ,1/14/2022,192
Equatorial Guinea,GNQ,1/15/2022,215
Equatorial Guinea,GNQ,1/16/2022,215
Equatorial Guinea,GNQ,1/17/2022,215
Equatorial Guinea,GNQ,1/18/2022,215
Equatorial Guinea,GNQ,1/19/2022,213
Equatorial Guinea,GNQ,1/20/2022,212
Equatorial Guinea,GNQ,1/21/2022,210
Equatorial Guinea,GNQ,1/22/2022,208
Equatorial Guinea,GNQ,1/23/2022,206
Equatorial Guinea,GNQ,1/24/2022,204
Equatorial Guinea,GNQ,1/25/2022,202
Equatorial Guinea,GNQ,1/26/2022,202
Equatorial Guinea,GNQ,1/27/2022,202
Equatorial Guinea,GNQ,1/28/2022,202
Equatorial Guinea,GNQ,1/29/2022,202
Equatorial Guinea,GNQ,1/30/2022,202
Equatorial Guinea,GNQ,1/31/2022,202
Equatorial Guinea,GNQ,2/1/2022,202
Equatorial Guinea,GNQ,2/2/2022,202
Equatorial Guinea,GNQ,2/3/2022,202
Equatorial Guinea,GNQ,2/4/2022,202
Equatorial Guinea,GNQ,2/5/2022,202
Equatorial Guinea,GNQ,2/6/2022,202
Equatorial Guinea,GNQ,2/7/2022,202
Equatorial Guinea,GNQ,2/8/2022,202
Equatorial Guinea,GNQ,2/9/2022,202
Equatorial Guinea,GNQ,2/10/2022,202
Equatorial Guinea,GNQ,2/11/2022,202
Equatorial Guinea,GNQ,2/12/2022,202
Equatorial Guinea,GNQ,2/13/2022,202
